geoid,county,classification,stage1_result,jobs_2022,povrate_2024,has_any_permits,median_hhincome_2024,median_homevalue_2024
24005402307,Baltimore County,Less Likely,Advances to Scoring,883.0,0.12510997,0,55966.0,229600.0
24033802106,Prince George's County,Less Likely,Advances to Scoring,114.0,0.23217833,0,56476.0,351600.0
24510271002,Baltimore city,Goldilocks,Advances to Scoring,168.0,0.14655633,1,63482.0,164900.0
24510260401,Baltimore city,Less Likely,Advances to Scoring,267.0,0.40872511,1,35625.0,45300.0
24003730206,Anne Arundel County,Less Likely,Advances to Scoring,151.0,0.2483523,0,65032.0,363200.0
24510260202,Baltimore city,Less Likely,Advances to Scoring,112.0,0.38817203,1,31294.0,122200.0
24047951300,Worcester County,Less Likely,Advances to Scoring,1594.0,0.17471848,0,49167.0,215200.0
24003730513,Anne Arundel County,Less Likely,Advances to Scoring,357.0,0.16260162,0,80887.0,285200.0
24033806601,Prince George's County,Goldilocks,Advances to Scoring,452.0,0.18153846,0,85192.0,348300.0
24510200701,Baltimore city,Less Likely,Advances to Scoring,207.0,0.15127529,1,46023.0,122500.0
24033803200,Prince George's County,Less Likely,Advances to Scoring,1184.0,0.10675381,0,62891.0,272200.0
24033805907,Prince George's County,Less Likely,Advances to Scoring,31.0,0.14131023,0,59095.0,123400.0
24510151100,Baltimore city,Less Likely,Advances to Scoring,453.0,0.17403035,1,65855.0,197600.0
24039930600,Somerset County,Less Likely,Advances to Scoring,642.0,0.17647059,0,50440.0,126300.0
24510080200,Baltimore city,Already Attractive,Advances to Scoring,362.0,0.46044305,1,54766.0,
24047951500,Worcester County,Less Likely,Advances to Scoring,1652.0,0.15178753,0,52264.0,193300.0
24033801907,Prince George's County,Less Likely,Advances to Scoring,1497.0,0.1884058,0,55117.0,358000.0
24510130200,Baltimore city,Less Likely,Advances to Scoring,84.0,0.089426875,1,59194.0,353200.0
24033804300,Prince George's County,Goldilocks,Advances to Scoring,4011.0,0.074537538,0,79375.0,351400.0
24510160801,Baltimore city,Goldilocks,Advances to Scoring,63.0,0.1934033,1,74396.0,180400.0
24510270901,Baltimore city,Less Likely,Advances to Scoring,26.0,0.14600807,1,51784.0,162200.0
24005420702,Baltimore County,Goldilocks,Advances to Scoring,189.0,0.1728534,0,81053.0,240800.0
24001001700,Allegany County,Less Likely,Advances to Scoring,851.0,0.20701168,0,58840.0,152900.0
24005408507,Baltimore County,Less Likely,Advances to Scoring,407.0,0.20819898,0,53858.0,344600.0
24005430104,Baltimore County,Less Likely,Advances to Scoring,503.0,0.16274023,0,73428.0,286400.0
24019970400,Dorchester County,Less Likely,Advances to Scoring,3705.0,0.12335723,0,62798.0,293100.0
24510270803,Baltimore city,Less Likely,Advances to Scoring,2783.0,0.096571706,1,60046.0,204800.0
24005402403,Baltimore County,Goldilocks,Advances to Scoring,125.0,0.14600939,0,64976.0,258200.0
24510090500,Baltimore city,Less Likely,Advances to Scoring,1360.0,0.11457578,1,68569.0,179000.0
24015030505,Cecil County,Goldilocks,Advances to Scoring,2823.0,0.21314685,0,89439.0,290400.0
24005450300,Baltimore County,Already Attractive,Advances to Scoring,941.0,0.1150685,0,64583.0,266100.0
24033805906,Prince George's County,Less Likely,Advances to Scoring,36.0,0.19091374,0,78026.0,146400.0
24510250401,Baltimore city,Less Likely,Advances to Scoring,261.0,0.14459665,1,46637.0,127300.0
24510280200,Baltimore city,Less Likely,Advances to Scoring,250.0,0.19973339,1,72598.0,227900.0
24023000700,Garrett County,Less Likely,Advances to Scoring,2086.0,0.15711094,0,53750.0,211900.0
24510260402,Baltimore city,Less Likely,Advances to Scoring,398.0,0.1653858,1,37155.0,215200.0
24510280402,Baltimore city,Less Likely,Advances to Scoring,80.0,0.10734017,1,54444.0,161500.0
24001001300,Allegany County,Less Likely,Advances to Scoring,1608.0,0.13719663,0,63750.0,138200.0
24019970300,Dorchester County,Less Likely,Advances to Scoring,598.0,0.063279442,0,70274.0,261100.0
24033802107,Prince George's County,Less Likely,Advances to Scoring,77.0,0.10151899,0,81971.0,321000.0
24005402408,Baltimore County,Less Likely,Advances to Scoring,251.0,0.063492067,0,64583.0,203800.0
24031703218,Montgomery County,Already Attractive,Advances to Scoring,745.0,0.086956523,0,84279.0,278800.0
24033801702,Prince George's County,Less Likely,Advances to Scoring,67.0,0.081475787,0,71518.0,313900.0
24005401301,Baltimore County,Less Likely,Advances to Scoring,839.0,0.089291193,0,75514.0,219000.0
24005411408,Baltimore County,Less Likely,Advances to Scoring,1122.0,0.095576622,0,77971.0,252600.0
24037876004,St. Mary's County,Less Likely,Advances to Scoring,3092.0,0.10758715,0,114970.0,297400.0
24033801809,Prince George's County,Goldilocks,Advances to Scoring,326.0,0.084169209,0,84524.0,360500.0
24029950200,Kent County,Less Likely,Advances to Scoring,989.0,0.088669948,0,72778.0,292800.0
24011955201,Caroline County,Less Likely,Advances to Scoring,1311.0,0.077307984,0,79524.0,356600.0
24033802408,Prince George's County,Less Likely,Advances to Scoring,35.0,0.097215436,0,58098.0,272200.0
24021765100,Frederick County,Goldilocks,Advances to Scoring,2192.0,0.098370671,0,86402.0,355700.0
24021750505,Frederick County,Less Likely,Advances to Scoring,1190.0,0.11476381,0,80307.0,304300.0
24001001502,Allegany County,Less Likely,Advances to Scoring,517.0,0.12094699,0,70345.0,150600.0
24005420402,Baltimore County,Less Likely,Advances to Scoring,353.0,0.090822637,0,65455.0,217300.0
24003730403,Anne Arundel County,Less Likely,Advances to Scoring,415.0,0.075991191,0,95577.0,340300.0
24019970804,Dorchester County,Less Likely,Advances to Scoring,305.0,0.1449917,0,80556.0,286500.0
24031703216,Montgomery County,Less Likely,Advances to Scoring,62.0,0.058578566,0,57778.0,236800.0
24033801802,Prince George's County,Less Likely,Advances to Scoring,822.0,0.058086865,0,79754.0,321800.0
24033801408,Prince George's County,Less Likely,Advances to Scoring,139.0,0.071882948,0,82625.0,278300.0
24033803002,Prince George's County,Less Likely,Advances to Scoring,179.0,0.058870967,0,74208.0,301100.0
24005492500,Baltimore County,Already Attractive,Advances to Scoring,4006.0,0.46808511,0,,
24510150900,Baltimore city,Already Attractive,Advances to Scoring,68.0,0.43769634,1,,236800.0
24510271801,Baltimore city,Already Attractive,Advances to Scoring,200.0,0.35925779,1,,197500.0
24033802901,Prince George's County,Already Attractive,Advances to Scoring,529.0,0.16432619,0,,349700.0
24017850201,Charles County,Already Attractive,Advances to Scoring,173.0,0.023305085,0,101518.0,265800.0
24009861004,Calvert County,Less Likely,Advances to Scoring,57.0,0.054829188,0,95276.0,292400.0
24033801406,Prince George's County,Less Likely,Advances to Scoring,61.0,0.021590909,0,78715.0,313600.0
24033801106,Prince George's County,Already Attractive,Advances to Scoring,621.0,0.020356234,0,79516.0,
24001001402,Allegany County,Less Likely,Advances to Scoring,485.0,0.037518039,0,73500.0,158700.0
24510250101,Baltimore city,Less Likely,Advances to Scoring,216.0,0.086656034,1,66767.0,189800.0
24031700614,Montgomery County,Less Likely,Advances to Scoring,479.0,0.061252579,0,91402.0,333800.0
24001002000,Allegany County,Less Likely,Advances to Scoring,1141.0,0.035107378,0,65778.0,163100.0
24033801105,Prince George's County,Already Attractive,Advances to Scoring,1328.0,0.063175395,0,89342.0,
24033801500,Prince George's County,Less Likely,Advances to Scoring,716.0,0.064304464,0,100366.0,356700.0
24021750507,Frederick County,Less Likely,Advances to Scoring,1022.0,0.055220418,0,66943.0,291000.0
24033803524,Prince George's County,Already Attractive,Advances to Scoring,255.0,0.11597096,0,104569.0,339200.0
24510270302,Baltimore city,Less Likely,Advances to Scoring,81.0,0.062137969,1,90089.0,268600.0
24033802502,Prince George's County,Less Likely,Advances to Scoring,337.0,0.094604865,0,98871.0,343800.0
24019970100,Dorchester County,Already Attractive,Advances to Scoring,244.0,0.089576028,0,85701.0,256600.0
24021750702,Frederick County,Less Likely,Advances to Scoring,1026.0,0.1077496,0,65455.0,352400.0
24005402305,Baltimore County,Less Likely,Advances to Scoring,73.0,0.066617593,0,48912.0,336800.0
24033804400,Prince George's County,Already Attractive,Advances to Scoring,635.0,0.076838233,0,104583.0,357900.0
24027601107,Howard County,Less Likely,Advances to Scoring,301.0,0.13740022,0,74777.0,345200.0
24001000600,Allegany County,Less Likely,Advances to Scoring,657.0,0.13382353,0,52250.0,128500.0
24510260101,Baltimore city,Less Likely,Advances to Scoring,438.0,0.096361183,1,58977.0,241800.0
24510260102,Baltimore city,Less Likely,Advances to Scoring,195.0,0.093027696,1,70996.0,185200.0
24005450501,Baltimore County,Less Likely,Advances to Scoring,664.0,0.058497228,0,64054.0,230600.0
24015030507,Cecil County,Less Likely,Advances to Scoring,146.0,0.17200938,0,66445.0,361200.0
24005491401,Baltimore County,Less Likely,Advances to Scoring,408.0,0.066903614,0,65602.0,213400.0
24005400701,Baltimore County,Less Likely,Advances to Scoring,910.0,0.086587951,0,88438.0,337700.0
24510260800,Baltimore city,Less Likely,Advances to Scoring,424.0,0.12172043,1,65093.0,267200.0
24005404201,Baltimore County,Less Likely,Advances to Scoring,469.0,0.11537799,0,80379.0,349100.0
24033802103,Prince George's County,Less Likely,Advances to Scoring,1608.0,0.11722142,0,74074.0,324400.0
24001001600,Allegany County,Less Likely,Advances to Scoring,308.0,0.13776337,0,52049.0,181600.0
24033800209,Prince George's County,Less Likely,Advances to Scoring,357.0,0.13935451,0,59096.0,296200.0
24019970500,Dorchester County,Less Likely,Advances to Scoring,726.0,0.54242188,0,16605.0,320200.0
24005408506,Baltimore County,Less Likely,Advances to Scoring,1070.0,0.13111782,0,59322.0,472600.0
24031702602,Montgomery County,Less Likely,Advances to Scoring,334.0,0.093930349,0,84167.0,298400.0
24001000200,Allegany County,Less Likely,Advances to Scoring,2727.0,0.12251767,0,67724.0,186800.0
24033804801,Prince George's County,Already Attractive,Advances to Scoring,106.0,0.086594507,0,61339.0,
24027606907,Howard County,Less Likely,Advances to Scoring,2387.0,0.080599815,0,90578.0,284300.0
24001001503,Allegany County,Less Likely,Advances to Scoring,132.0,0.14921007,0,60216.0,130200.0
24023000400,Garrett County,Less Likely,Advances to Scoring,199.0,0.12184874,0,55994.0,148000.0
24033802405,Prince George's County,Less Likely,Advances to Scoring,5566.0,0.032099575,0,70286.0,332200.0
24005450400,Baltimore County,Less Likely,Advances to Scoring,513.0,0.091289781,0,87639.0,246400.0
24033806711,Prince George's County,Less Likely,Advances to Scoring,691.0,0.12726516,0,75548.0,295100.0
24005451801,Baltimore County,Less Likely,Advances to Scoring,306.0,0.14206788,0,78950.0,338200.0
24033802406,Prince George's County,Less Likely,Advances to Scoring,771.0,0.094199739,0,69148.0,315700.0
24005411412,Baltimore County,Less Likely,Advances to Scoring,403.0,0.12192118,0,64466.0,198900.0
24005491402,Baltimore County,Goldilocks,Advances to Scoring,220.0,0.048838798,0,78789.0,195800.0
24033807410,Prince George's County,Already Attractive,Advances to Scoring,1193.0,0.14259297,0,85078.0,329700.0
24005401101,Baltimore County,Less Likely,Advances to Scoring,941.0,0.13846605,0,78902.0,281300.0
24033802805,Prince George's County,Less Likely,Advances to Scoring,70.0,0.080565102,0,85685.0,345900.0
24011955000,Caroline County,Less Likely,Advances to Scoring,148.0,0.14052399,0,59458.0,193900.0
24033802804,Prince George's County,Less Likely,Advances to Scoring,1147.0,0.089676112,0,73940.0,343300.0
24025302902,Harford County,Less Likely,Advances to Scoring,2850.0,0.086432576,0,69663.0,233300.0
24005441000,Baltimore County,Less Likely,Advances to Scoring,119.0,0.15129344,0,69875.0,226000.0
24001000100,Allegany County,Less Likely,Advances to Scoring,169.0,0.12860577,0,63415.0,199300.0
24031700725,Montgomery County,Less Likely,Advances to Scoring,906.0,0.092868462,0,72104.0,249600.0
24033804102,Prince George's County,Goldilocks,Advances to Scoring,787.0,0.15599367,0,85163.0,359100.0
24005421101,Baltimore County,Less Likely,Advances to Scoring,166.0,0.072765075,0,69583.0,336600.0
24033802404,Prince George's County,Less Likely,Advances to Scoring,118.0,0.1309842,0,54651.0,242600.0
24021753002,Frederick County,Less Likely,Advances to Scoring,1870.0,0.15496957,0,84931.0,309200.0
24005404202,Baltimore County,Less Likely,Advances to Scoring,4652.0,0.037,0,61786.0,398900.0
24021750300,Frederick County,Goldilocks,Advances to Scoring,623.0,0.13793103,0,86198.0,329300.0
24001000800,Allegany County,Less Likely,Advances to Scoring,944.0,0.37625861,0,28056.0,91300.0
24003730404,Anne Arundel County,Less Likely,Advances to Scoring,561.0,0.13670133,0,63536.0,325400.0
24510260604,Baltimore city,Goldilocks,Advances to Scoring,59.0,0.39958593,1,41467.0,141300.0
24033806712,Prince George's County,Less Likely,Advances to Scoring,4751.0,0.28840214,0,84132.0,199700.0
24510200800,Baltimore city,Goldilocks,Advances to Scoring,573.0,0.26539379,1,50579.0,119900.0
24043000700,Washington County,Less Likely,Advances to Scoring,1039.0,0.32494608,0,32093.0,185000.0
24510160100,Baltimore city,Already Attractive,Advances to Scoring,17.0,0.34347627,1,18750.0,126300.0
24510271600,Baltimore city,Less Likely,Advances to Scoring,388.0,0.28738689,1,51375.0,165100.0
24510080301,Baltimore city,Less Likely,Advances to Scoring,32.0,0.24973601,1,45509.0,84100.0
24043000500,Washington County,Less Likely,Advances to Scoring,1114.0,0.29244813,0,43843.0,187800.0
24017850901,Charles County,Already Attractive,Advances to Scoring,5370.0,0.17793038,0,71306.0,328500.0
24005420401,Baltimore County,Less Likely,Advances to Scoring,49.0,0.2966373,0,44707.0,202700.0
24031700713,Montgomery County,Less Likely,Advances to Scoring,1857.0,0.27237669,0,55106.0,330400.0
24033804001,Prince George's County,Less Likely,Advances to Scoring,332.0,0.26732481,0,51179.0,313300.0
24510070200,Baltimore city,Less Likely,Advances to Scoring,143.0,0.33531275,1,45701.0,147100.0
24510280500,Baltimore city,Goldilocks,Advances to Scoring,2386.0,0.66522986,1,19150.0,160500.0
24510260501,Baltimore city,Goldilocks,Advances to Scoring,7900.0,0.13907285,1,65495.0,182900.0
24510090600,Baltimore city,Less Likely,Advances to Scoring,8.0,0.26598898,1,52128.0,174800.0
24510160700,Baltimore city,Less Likely,Advances to Scoring,148.0,0.25338021,1,35565.0,92200.0
24510110100,Baltimore city,Less Likely,Advances to Scoring,1357.0,0.22823733,1,50345.0,151300.0
24510200500,Baltimore city,Already Attractive,Advances to Scoring,771.0,0.35898978,1,47738.0,
24510130400,Baltimore city,Less Likely,Advances to Scoring,398.0,0.28149489,1,41563.0,150000.0
24045000300,Wicomico County,Already Attractive,Advances to Scoring,547.0,0.37401918,0,45822.0,
24510080600,Baltimore city,Less Likely,Advances to Scoring,23.0,0.22909091,1,54167.0,159500.0
24510160500,Baltimore city,Less Likely,Advances to Scoring,429.0,0.31747112,1,37396.0,93200.0
24041960300,Talbot County,Already Attractive,Advances to Scoring,2758.0,0.1950095,0,52561.0,351200.0
24025301302,Harford County,Less Likely,Advances to Scoring,896.0,0.22865966,0,59210.0,187800.0
24043000400,Washington County,Less Likely,Advances to Scoring,2580.0,0.38829488,0,27316.0,215900.0
24510070100,Baltimore city,Less Likely,Advances to Scoring,40.0,0.29886028,1,59727.0,107900.0
24033803403,Prince George's County,Less Likely,Advances to Scoring,385.0,0.30770716,0,49774.0,296700.0
24005420900,Baltimore County,Less Likely,Advances to Scoring,477.0,0.21872541,0,48534.0,196100.0
24033803525,Prince George's County,Less Likely,Advances to Scoring,1557.0,0.32832929,0,52734.0,250000.0
24510090700,Baltimore city,Less Likely,Advances to Scoring,28.0,0.35654491,1,44353.0,86900.0
24510080400,Baltimore city,Already Attractive,Advances to Scoring,182.0,0.20719603,1,35955.0,
24005421000,Baltimore County,Less Likely,Advances to Scoring,167.0,0.22252156,0,25833.0,207000.0
24025306100,Harford County,Less Likely,Advances to Scoring,2030.0,0.14686041,0,56826.0,278900.0
24510260303,Baltimore city,Goldilocks,Advances to Scoring,719.0,0.23946957,1,62625.0,215400.0
24043000800,Washington County,Less Likely,Advances to Scoring,864.0,0.33401957,0,38319.0,200300.0
24510150100,Baltimore city,Goldilocks,Advances to Scoring,231.0,0.3998968,1,38088.0,113700.0
24003730205,Anne Arundel County,Less Likely,Advances to Scoring,2064.0,0.1973483,0,41935.0,238300.0
24005430300,Baltimore County,Less Likely,Advances to Scoring,944.0,0.28445229,0,47910.0,184000.0
24510140300,Baltimore city,Less Likely,Advances to Scoring,153.0,0.3839432,1,46000.0,240200.0
24510200300,Baltimore city,Already Attractive,Advances to Scoring,84.0,0.30623019,1,52409.0,
24045000200,Wicomico County,Less Likely,Advances to Scoring,3348.0,0.21005762,0,56950.0,199000.0
24510271802,Baltimore city,Less Likely,Advances to Scoring,501.0,0.25850341,1,42850.0,142300.0
24005492700,Baltimore County,Goldilocks,Advances to Scoring,2552.0,0.16816708,0,48034.0,236700.0
24033805601,Prince George's County,Less Likely,Advances to Scoring,868.0,0.40674123,0,61023.0,452700.0
24045000500,Wicomico County,Less Likely,Advances to Scoring,1551.0,0.28062284,0,57331.0,198300.0
24001001000,Allegany County,Less Likely,Advances to Scoring,2395.0,0.32135195,0,29635.0,82600.0
24510170300,Baltimore city,Less Likely,Advances to Scoring,98.0,0.28316832,1,23896.0,169900.0
24510140200,Baltimore city,Goldilocks,Advances to Scoring,347.0,0.34870189,1,41393.0,428900.0
24510271700,Baltimore city,Less Likely,Advances to Scoring,6226.0,0.23412113,1,49091.0,204900.0
24510110200,Baltimore city,Goldilocks,Advances to Scoring,9199.0,0.17985232,1,72296.0,313600.0
24510150200,Baltimore city,Already Attractive,Advances to Scoring,76.0,0.24324325,1,48986.0,87500.0
24510120202,Baltimore city,Already Attractive,Advances to Scoring,9034.0,0.37293047,1,33969.0,315400.0
24510090800,Baltimore city,Already Attractive,Advances to Scoring,997.0,0.26324236,1,46797.0,
24015030400,Cecil County,Less Likely,Advances to Scoring,4172.0,0.25763315,0,43342.0,237400.0
24033803602,Prince George's County,Already Attractive,Advances to Scoring,11100.0,0.19808744,0,76006.0,328500.0
24510200400,Baltimore city,Less Likely,Advances to Scoring,77.0,0.2412231,1,40219.0,57400.0
24510260404,Baltimore city,Already Attractive,Advances to Scoring,5530.0,0.32452193,1,55921.0,179900.0
24510150600,Baltimore city,Less Likely,Advances to Scoring,365.0,0.27195659,1,38400.0,103200.0
24021751003,Frederick County,Already Attractive,Advances to Scoring,19005.0,0.15891328,0,74400.0,348100.0
24033980000,Prince George's County,Already Attractive,Advances to Scoring,16569.0,0.68472254,0,24919.0,450000.0
24005490900,Baltimore County,Goldilocks,Advances to Scoring,11669.0,0.22850947,0,51908.0,398400.0
24510260605,Baltimore city,Already Attractive,Advances to Scoring,15855.0,0.14567974,1,63082.0,194200.0
24510060400,Baltimore city,Goldilocks,Advances to Scoring,14007.0,0.27075812,1,46707.0,263300.0
24510070400,Baltimore city,Already Attractive,Advances to Scoring,10579.0,0.33397436,1,26989.0,121000.0
24510250500,Baltimore city,Less Likely,Advances to Scoring,3613.0,0.32529119,1,37360.0,96700.0
24031700721,Montgomery County,Less Likely,Advances to Scoring,423.0,0.25744167,0,71701.0,221200.0
24510100100,Baltimore city,Less Likely,Advances to Scoring,348.0,0.34236804,1,21098.0,113600.0
24510250205,Baltimore city,Less Likely,Advances to Scoring,2162.0,0.32821932,1,42500.0,96600.0
24510160400,Baltimore city,Less Likely,Advances to Scoring,58.0,0.26873735,1,34089.0,62000.0
24510150500,Baltimore city,Less Likely,Advances to Scoring,2641.0,0.38840261,1,42875.0,215300.0
24510160600,Baltimore city,Less Likely,Advances to Scoring,292.0,0.20634328,1,40729.0,92600.0
24510170100,Baltimore city,Goldilocks,Advances to Scoring,2136.0,0.29791778,1,43093.0,248300.0
24045000400,Wicomico County,Less Likely,Advances to Scoring,5415.0,0.21643914,0,53472.0,242600.0
24510160300,Baltimore city,Less Likely,Advances to Scoring,161.0,0.41390729,1,18693.0,178400.0
24510280600,Baltimore city,Goldilocks,Advances to Scoring,572.0,0.3654514,1,24717.0,179500.0
24510250303,Baltimore city,Less Likely,Advances to Scoring,726.0,0.25854215,1,50990.0,92000.0
24510250103,Baltimore city,Less Likely,Advances to Scoring,6081.0,0.20291734,1,38732.0,196700.0
24510210100,Baltimore city,Goldilocks,Advances to Scoring,4359.0,0.21565802,1,83934.0,259000.0
24510170200,Baltimore city,Already Attractive,Advances to Scoring,5700.0,0.60756302,1,12484.0,
24510120600,Baltimore city,Less Likely,Advances to Scoring,2999.0,0.40288925,1,22872.0,300700.0
24510200200,Baltimore city,Less Likely,Advances to Scoring,284.0,0.38904417,1,28203.0,73600.0
24510250301,Baltimore city,Goldilocks,Advances to Scoring,344.0,0.39128178,1,29538.0,95800.0
24510080302,Baltimore city,Less Likely,Advances to Scoring,236.0,0.31101122,1,39167.0,156200.0
24510150400,Baltimore city,Less Likely,Advances to Scoring,1025.0,0.31343722,1,38918.0,139900.0
24510280102,Baltimore city,Less Likely,Advances to Scoring,4916.0,0.25176018,1,47974.0,219700.0
24025302901,Harford County,Less Likely,Advances to Scoring,1333.0,0.34129214,0,50099.0,156100.0
24510250600,Baltimore city,Already Attractive,Advances to Scoring,3469.0,0.41176471,1,20375.0,
24043000900,Washington County,Already Attractive,Advances to Scoring,5332.0,0.32973945,0,42283.0,159800.0
24005403402,Baltimore County,Goldilocks,Advances to Scoring,6197.0,0.18886764,0,47439.0,219600.0
24005452300,Baltimore County,Less Likely,Advances to Scoring,1250.0,0.33751652,0,46687.0,168200.0
24510190100,Baltimore city,Less Likely,Advances to Scoring,191.0,0.42692828,1,26964.0,150000.0
24031701900,Montgomery County,Less Likely,Advances to Scoring,132.0,0.38944891,0,47227.0,613800.0
24005420701,Baltimore County,Less Likely,Advances to Scoring,864.0,0.16319703,0,42935.0,182400.0
24510280301,Baltimore city,Less Likely,Advances to Scoring,295.0,0.18486251,1,52303.0,380000.0
24510280404,Baltimore city,Goldilocks,Advances to Scoring,83.0,0.20146945,1,62220.0,259100.0
24033801801,Prince George's County,Less Likely,Advances to Scoring,533.0,0.3229638,0,43649.0,315600.0
24005420600,Baltimore County,Less Likely,Advances to Scoring,675.0,0.20974667,0,66750.0,174800.0
24033802803,Prince George's County,Less Likely,Advances to Scoring,594.0,0.23855257,0,96250.0,359800.0
24510160802,Baltimore city,Less Likely,Advances to Scoring,11.0,0.35639906,1,52122.0,140600.0
24005451200,Baltimore County,Less Likely,Advances to Scoring,7741.0,0.11792066,0,77938.0,262100.0
24510250402,Baltimore city,Less Likely,Advances to Scoring,30.0,0.39727664,1,40000.0,138600.0
24003730511,Anne Arundel County,Already Attractive,Advances to Scoring,227.0,0.16641337,0,40368.0,
